UBI	EAN	Lote	Caducidad	Piezas
10-3-8	7501125195372	D111004	11.2014	360
10-3-9	7501125195372	D111004	11.2014	360
11-1-1	7501125195372	D082880	8.2015	600
11-1-2	7501125195372	D082880	8.2015	600
11-1-3	7501125195372	D082880	8.2015	600
11-1-4	7501125195372	D082880	8.2015	600
11-1-5	7501125195372	D082880	8.2015	600
11-1-6	7501125195372	D082880	8.2015	600
11-1-7	7501125195372	D082880	8.2015	600
11-1-8	7501125195372	D082880	8.2015	600
11-1-9	7501125195372	D082880	8.2015	600
11-2-1	7501125195372	D042517	4.2015	360
11-2-2	7501125195372	D111004	11.2014	360
11-2-3	7501125195372	D032359	3.2015	240
11-2-3	7501125195372	D111004	11.2014	120
11-2-4	7501125195372	D032359	3.2015	360
11-2-5	7501125195372	D032359	3.2015	360
11-2-6	7501125195372	D032359	3.2015	360
11-2-7	7501125195372	D111004	11.2014	360
11-2-8	7501125195372	D032359	3.2015	360
11-3-1	7501125195372	D111004	11.2014	360
11-3-2	7501125195372	D111004	11.2014	360
11-3-3	7501125195372	D111004	11.2014	360
11-3-4	7501125195372	D032359	3.2015	360
11-3-5	7501125195372	D032359	3.2015	360
11-3-6	7501125195372	D032359	3.2015	360
11-3-7	7501125195372	D111004	11.2014	360
11-3-8	7501125195372	D111004	11.2014	360
11-3-9	7501125195372	D032359	3.2015	260
11-4-1	7501125195372	D032359	3.2015	360
11-4-2	7501125195372	D32359	3.2015	360
11-4-3	7501125195372	D032359	3.2015	360
11-4-4	7501125195372	D111004	11.2014	360
11-4-5	7501125195372	D062655	6.2015	360
11-4-6	7501125195372	D052644	5.2015	360
11-4-7	7501125195372	D062655	6.2015	360
11-4-8	7501125195372	D062655	6.2015	360
11-4-9	7501125195372	D042517	4.2015	360
2-1-05	785120754803	1F1269	6.2013	40
2-1-05	785120754803	1F11269	6.2013	200
2-1-05	7501277036233	828F11	6.2016	1
2-1-05	7501277036233	2067112	9.2017	68
2-1-10	7501908253534	21182	2.2015	337
2-1-12	7501908254203	21178	8.2014	1080
2-1-13	7501052710136	73H2K033	10.2014	158
2-1-14	75015626	181A12	1.2017	192
2-1-14	7501075711035	140012	2.2015	28
2-1-14	7501908254227	11181	9.2013	147
2-1-14	7501908255286	21024	2.2014	1
2-1-14	7501908255286	21028	2.2014	469
2-1-15	7502216794535	11F154	6.2013	1122
2-1-16	7501101655777	12A124	1.2014	6
2-1-16	7501250873411	1731	9.2014	15
2-1-16	7501250873411	1928	12.2014	5
2-1-16	7501537194130	201080	1.2014	1
2-1-16	7501672690177	2081410	8.2014	9
2-1-16	7501672690177	2081509	8.2014	455
2-1-17	7501004160972	21042	3.2014	502
2-1-17	7501908254227	11217	11.2013	98
2-1-17	7501908254227	21078	4.2014	349
2-1-17	7502227871416	RRM024	11.2013	8
2-1-17	7502227871416	RRM025	12.2013	318
2-1-18	008400001535	1F100	6.2013	50
2-1-18	008400001535	1H120	8.2013	137
2-1-18	7503000997958	11051717	5.2013	80
2-1-19	7503000997057	12062521	6.2014	1016
2-1-19	7503000997057	12081313	8.2014	4960
2-1-19	7503000997071	11051313	5.2013	63
2-1-19	7504016415023	12013019	1.2014	1
2-1-19	7504016415023	12032018	3.2014	11
2-1-19	7504016415160	11061314	6.2013	345
2-1-20	7501537102180	112441	12.2013	5
2-1-20	7501537102180	206666	6.2014	2
2-1-20	7501908255798	21153	7.2014	110
2-1-20	7501908255798	21154	7.2014	54
2-1-21	7501075710724	90402	7.2015	235
2-1-21	7501075710724	90412	8.2015	310
2-1-22	7501277086627	2084K9A	11.2013	1
2-1-22	7501573900221	SF1247	6.2014	639
2-1-22	7501573900221	SG1230	6.2014	39
2-1-23	7501573900344	SF1240	6.2014	509
2-1-24	7501573900382	5K1209	11.2014	550
2-1-26	7501050620550	2CDZZ005	6.2015	455
2-1-26	7502208892782	210224	10.2014	2
2-2-10	7501672602132	1122418	12.2013	4
2-2-10	7501672602132	2050714	5.2014	10
2-2-10	7501672602132	2071212	7.2014	123
2-2-10	7501672602132	2071213	7.2014	447
2-2-11	7501125193026	N082088	8.2014	279
2-2-11	7501125193026	N082090	8.2014	90
2-2-11	7501125193026	N082150	8.2014	1239
2-2-11	7501125193026	N082159	8.2014	25
2-2-11	7501125193026	N092011	9.2014	96
2-2-11	7501125193026	N092186	9.2014	25
2-2-11	7501125193026	N0882151	8.2014	45
2-2-11	7502010581287	MH015	8.2014	10
2-2-12	7501109760770	2C039	2.2014	1
2-2-12	7502226291345	1107537	7.2013	50
2-2-12	7503003134145	1202307	2.2014	129
2-2-13	7501075716740	270061FC	1.2016	247
2-2-13	7501277036233	1061F12	6.2017	47
2-2-13	7501277036233	1470G12	7.2017	5
2-2-13	7501277036233	2027I12	9.2017	844
2-2-13	7501277036233	2100I12	9.2017	600
2-2-13	7501277036233	18031H12	8.2017	65
2-2-14	7501125195280	D062657	6.2015	74
2-2-15	785120754773	26623	3.2015	42
2-2-15	785120754773	2B25I	2.2015	69
2-2-15	785120754773	2B280	2.2015	897
2-2-15	785120754773	1E1112	5.2014	1242
2-2-15	785120754773	1G1591	7.2014	765
2-2-15	7501125134753	61104	6.2013	129
2-2-15	7501125134753	61107	6.2013	1640
2-2-15	7501125134753	92383	9.2014	300
2-2-15	7501908252742	13006	12.2013	117
2-2-15	7501908252742	23040	8.2014	1500
2-2-16	7501573934172	SD1215	4.2014	1
2-2-16	7501573934172	SF1204	6.2014	80
2-2-16	7502010840117	S12165	5.2014	1
2-2-16	7502010840117	SI2239	8.2014	1
2-2-16	7502216793347	12J113	9.2014	409
2-2-17	7501075713800	621922	9.2015	16
2-2-17	7501299370018	D08078	8.2015	1730
2-2-17	7503003134558	1201110	1.2015	1
2-2-18	008400001221	11054	9.2013	107
2-2-18	008400001221	1H111	8.2013	9
2-2-18	008400001221	110555	9.2013	963
2-2-18	7503000997743	11091312	9.2013	455
2-2-18	7503000997743	11091513	9.2013	65
2-2-18	7503000997958	11051717	5.2013	20
2-2-18	7504016415160	11051112	5.2013	1
2-2-18	7504016415160	11061314	6.2013	1613
2-2-18	7504016415160	11080907	8.2013	14
2-2-18	7504016415160	11081615	8.2013	4
2-2-20	7504016415016	12071711	7.2014	353
2-2-21	7501573900399	SC1223	3.2014	588
2-2-21	7501573900399	SE1230	5.2014	609
2-2-21	7501573900399	SJ1234	10.2014	1287
2-2-22	75014407	136G12A	7.2017	1
2-2-22	7501573902706	LC1205	3.2014	3
2-2-22	7501573902706	LF1202	6.2014	1
2-2-22	7501573902706	LH1202	8.2014	2
2-2-22	7501573902706	LI1102	9.2013	1
2-2-22	7501573902706	LI1214	9.2014	511
2-2-22	7501573902706	LI1215	9.2014	1080
2-2-25	7501277080748	T2521	8.2014	3
2-2-26	7501573900320	SF1217	6.2014	4
2-2-26	7501573900511	SB1208	2.2014	1
2-2-26	7501908254319	21050	3.2015	1637
2-2-26	7501908254319	21143	7.2015	257
2-2-26	7501908257938	11001	1.2014	1
2-2-26	7502010840216	S12196	7.2014	739
2-2-26	7502010840216	SI2173	6.2014	1
2-2-27	7501075711615	170031	10.2013	1
2-2-27	7501075711615	170062	3.2015	9
2-2-27	7501075711615	170072	3.2015	259
2-2-28	7501573900573	SD1248	4.2014	14
2-2-28	7501573900573	SE1244	5.2014	262
2-2-28	7501573900573	SH1130	8.2013	13
2-2-28	7501573900573	SH1209	8.2014	735
2-2-28	7501573900573	SK1149	11.2013	21
27-1-1	779170195006	2B145	2.2014	77
27-1-1	779170195006	2F655A	6.2014	39
27-1-1	7501009071020	H0525B031	9.2013	2
27-1-1	7501043162630	1068	7.2013	99
27-1-1	7501082208702	A826361D	1.2013	33
27-1-1	7501082208702	A933546D	11.2013	10
27-1-1	7501088589423	7547121E	2.2013	86
27-1-1	7501088589423	7947111E	10.2013	29
27-1-1	7501125195570	S042019	4.2015	220
27-1-1	7501125196904	C060193	6.2013	68
27-1-1	7501125196904	C060196	6.2013	99
27-1-1	7501125198052	B102095	10.2014	50
27-1-1	7501125198076	L1111026B	11.2013	4
27-1-1	7501125199530	O07110153	7.2013	6
27-1-1	7501165002937	1F207A	7.2013	4
27-1-1	7501165002937	1F234A	9.2013	14
27-1-1	7501165002937	1F235A	9.2013	194
27-1-1	7501165002937	1F240A	9.2013	25
27-1-1	7501165002937	1F241A	10.2013	13
27-1-1	7501165002937	1F249A	10.2013	38
27-1-1	7501165002937	2F004A	12.2013	10
27-1-1	7501165002937	2F278A	12.2013	34
27-1-1	7501165002937	2F303A	3.2014	35
27-1-1	7501250871431	1205	5.2013	50
27-1-1	7501250871431	1614	10.2013	550
27-1-1	7501559608004	DE027B	4.2013	1355
27-1-1	7501559638001	LE060A	12.2013	26
27-1-1	7501559676003	FE001A	6.2014	50
27-1-1	7501559676003	FE001B	6.2014	20
27-1-1	7502213141257	4154110902	10.2013	131
27-1-1	7502225094640	LPTP12C051	4.2014	18
27-1-1	7502225094640	LPTP12D056	4.2014	8
27-1-1	7503001800318	126435	8.2013	2
27-1-1	7503007822000	AZF0135	8.2013	119
27-1-1	7503007822000	BZF0146	7.2014	30
27-1-1	7503007822208	YU61177	1.2013	1
27-1-1	7503007822208	YU61364	1.2013	2
27-1-1	7503007822383	AZF0200	9.2013	2
27-1-1	7503007822383	AZF0526	3.2014	1
27-1-1	7503008676350	D201A643	7.2014	18
27-1-1	7503008676558	B215A8441	3.2014	16
27-1-2	779170195006	1B147	3.2013	1
27-1-2	779170195006	1D399	5.2013	82
27-1-2	779170195006	2B145	2.2014	135
27-1-2	7501009071099	940986	9.2013	62
27-1-2	7501125198076	L11110268	11.2013	6
27-1-2	7502213141257	4157110902	10.2013	23
27-1-2	7503008676350	D201A643	7.2014	5
29-1-1	7501049714604	A06841	4.2014	104
29-1-1	7501082212075	A786207J	9.2013	10
29-1-1	7501095402104	1A67421	1.2013	20
29-1-1	7501101623325	11G056	7.2013	37
29-1-1	7501101630040	11E044	5.2013	41
29-1-1	7501101630040	11K092	10.2013	40
29-1-1	7501101630040	12C066	3.2014	31
29-1-1	7501328980034	B1J657	9.2013	62
3-1-07	008400001221	1I054	9.2013	150
3-1-07	008400001221	1I055	9.2013	175
3-1-07	008400001221	1I057	9.2013	125
3-1-07	7501908255613	21147	7.2014	540
3-1-07	7502211788447	R1210015	10.2014	125
3-1-07	7504016415160	11061314	6.2013	50
3-1-08	75009182	1979112	9.2016	501
3-1-08	7501075711615	170062	3.2015	420
3-1-08	7501075711615	170072	3.2015	599
3-1-08	7501250870465	203326	5.2014	200
3-1-08	7501277090945	1435G12	7.2014	34
3-1-10	7501075711615	170062	3.2015	388
3-1-10	7501277005307	2183J12B	10.2016	250
3-1-10	7501277005611	1247F12	6.2015	100
3-1-10	7501277012428	1700H12A	8.2017	50
3-1-10	7501672690443	2101923	8.2017	217
3-1-10	7502208891891	210301	10.2014	10
3-1-10	7503004908707	110948	10.2013	3
3-1-10	7503004908707	1111100	11.2013	59
3-1-11	7501125112409	127809	3.2013	61
3-1-11	7501125112409	127823	3.2013	1005
3-1-11	7501324402684	X11191A	11.2014	765
3-1-13	7501075716696	611310	10.2014	9
3-1-13	7502004401379	62077	6.2014	90
3-1-13	7502004401379	602077	6.2014	159
3-1-13	7502211788386	181209816	9.2014	597
3-1-13	7503007704085	208266	8.2014	150
3-1-14	75009762	120415	3.2014	213
3-1-14	75009762	120674	6.2014	42
3-1-14	75009762	120937	8.2014	129
3-1-14	75009762	120938	8.2014	936
3-1-14	75009762	121015	8.2014	29
3-1-14	7502004401379	62077	6.2014	90
3-1-14	7503001007021	52334	6.2014	10
3-1-15	75008543	12091	7.2015	4536
3-1-15	75008543	21203	10.2015	900
3-1-15	75008543	120749	6.2015	58
3-1-15	75008543	120898	7.2015	3
3-1-15	75008543	120901	7.2015	499
3-1-15	75008543	120903	8.2015	158
3-1-15	75008543	121203	10.2015	380
3-1-15	75008543	121205	10.2015	722
3-1-15	75009762	120413	3.2014	300
3-1-17	7501125101731	B051938	5.2013	75
3-1-17	7501277060047	853E12	5.2016	10
3-1-17	7501277060047	1687H12	8.2016	16
3-1-17	7501908253534	21206	2.2015	3
3-1-17	7501908257518	21174	8.2014	1
3-1-20	7501075716740	270061FC	1.2016	1
3-1-20	7501277036233	1185F12	6.2017	457
3-1-20	7501277036233	1187F12	6.2017	40
3-1-20	7501277036233	1187F12	7.2017	756
3-1-20	7501277036233	1470G12	7.2017	189
3-1-20	7501277036233	1805H12	8.2017	87
3-1-20	7501547518179	120512	5.2014	158
3-1-21	7501125195426	D091868	9.2014	45
3-2-05	7501125195280	D062657	6.2015	50
3-2-05	7501277036233	2100112	9.2017	1200
3-2-08	7501075713800	621922	9.2015	2550
3-2-09	7501250870465	20326	5.2014	30
3-2-09	7503003134701	1209441	9.2014	350
3-2-10	7501672602132	2081421	8.2014	500
3-2-11	7501277090945	1435G12	7.2014	432
3-2-11	7502227872819	RGL011	6.2014	150
3-2-12	7501075714173	670452	10.2014	200
3-2-12	7501471888898	BM8152	6.2014	30
3-2-13	7501075710724	90402	7.2015	100
3-2-13	7501075710724	92402	4.2015	50
3-2-14	7501125199523	2052768	5.2014	250
3-2-14	7501571200439	2490481	9.2013	38
3-2-15	7501075711615	170062	3.2015	60
3-2-15	7501573900405	SF1229	6.2014	600
3-2-16	7501277005611	1247F12	6.2015	120
3-2-16	7502216794566	12K064	10.2014	300
3-2-17	7501471888829	GL8396	7.2014	100
3-2-17	7501672690184	20711157	7.2014	300
3-2-18	785120754100	211910	9.2014	150
3-2-19	7501384506575	2960812	8.2014	200
3-2-19	7501908258805	27110	5.2017	7
3-2-19	7501908258805	27121	5.2017	25
3-2-19	7501908258805	27123	5.2017	25
3-2-19	7501908258805	27145	6.2017	25
3-2-19	7501908258805	27160	6.2017	68
3-2-19	7501908258805	27175	6.2017	100
3-2-20	7501573900535	SG1213	7.2015	420
3-2-20	7503000997057	12081313	8.2014	100
3-2-21	0000000010721	110890	5.2013	799
3-2-21	7501573900221	SG1230	7.2014	300
3-2-22	7501672690177	2081509	8.2014	200
3-2-22	7501908255613	21147	7.2014	750
3-2-23	7501908253527	21214	9.2015	1190
3-2-23	7504016415016	12071711	7.2014	170
3-2-24	7501277012428	1700H12A	8.2017	250
3-2-24	7504016415160	11081212	8.2013	100
3-2-25	7501672690542	2060898	6.2014	50
3-2-25	7503000997071	11051313	5.2013	100
3-2-26	75008543	12124	10.2015	180
3-2-26	7502216792289	12F096	6.2017	5
3-2-27	75009182	1979I12	9.2016	321
3-2-27	7501537161316	204277	4.2014	100
3-3-05	008400001535	11058	9.2013	20
3-3-05	008400001535	1F100	6.2013	4
3-3-05	7501033920325	1016MC	12.2013	2
3-3-05	7501033920332	3092MC	2.2014	2
3-3-05	7501125103063	K111351	11.2013	15
3-3-05	7501125195280	D062657	6.2015	21
3-3-05	7501125196256	1051200	12.2013	659
3-3-05	7501125196270	J012013	8.2014	157
3-3-05	7501125196270	J012054	7.2014	13
3-3-05	7501125196270	J041197	12.2013	1
3-3-05	7501125196393	J032177	8.2014	60
3-3-05	7501125196393	J042209	8.2014	67
3-3-05	7501289501415	F51	3.2014	41
3-3-05	7501349023215	1051199	12.2013	50
3-3-05	7501471887495	EM5143	5.2014	90
3-3-05	7501471887969	FL8376	6.2013	19
3-3-05	7501471887969	IL8559	9.2013	135
3-3-05	7501471888294	GL5198	7.2013	40
3-3-05	7501471888294	GL5200	7.2013	9
3-3-05	7501471888324	BL0015	2.2014	68
3-3-05	7501471888324	BL0016	2.2014	65
3-3-05	7501471888324	BL0021	3.2014	112
3-3-05	7501471888324	GK0234	7.2013	31
3-3-05	7501471888324	JK0322	10.2013	242
3-3-05	7501471888324	KK0352	11.2013	123
3-3-05	7501786408644	91110140	3.2014	7
3-3-05	7501908250762	15012	7.2014	46
3-3-05	7503000997071	11051313	5.2013	11
3-3-05	7503000997729	11081513	8.2013	144
3-3-05	7503000997736	11081514	8.2013	126
3-3-05	7503000997958	11051717	5.2013	4
3-3-05	7503000997958	11061417	6.2013	61
3-3-05	7503000997989	107151883	7.2013	42
3-3-05	7503000997989	10715188W	7.2013	1186
3-3-05	7503000997989	10715188W	8.2013	28
3-3-05	7504016415054	110511313	5.2013	5
3-3-05	7504016415092	1120728W	12.2013	10
3-3-05	7504016415092	11207208W	12.2013	132
3-3-10	7501050620550	1CD77001	7.2014	16
3-3-10	7501050620550	1CD77007	7.2014	18
3-3-10	7501050620550	2CD77001	1.2015	135
3-3-10	7501089803238	11080147	8.2013	2
3-3-10	7501125101748	B032588	3.2014	600
3-3-10	7501125101748	B081156	8.2013	684
3-3-10	7501125193286	N011288	1.2014	23
3-3-10	7501125193286	N01120088	1.2014	182
3-3-10	7501125193286	N11111255	11.2013	17
3-3-10	7501125193590	B021761	2.2014	300
3-3-10	7501125193590	B091216	9.2014	1250
3-3-10	7501125193590	B111304	11.2014	300
3-3-10	7501573902799	LG1103	6.2013	12
3-3-10	7501573902799	LG1103	7.2013	37
3-3-10	7501573902799	LG1203	7.2014	90
3-3-10	7502009740916	112846	7.2013	43
3-3-10	7502009740916	113947	9.2013	270
3-3-10	7502211788355	R1112805	4.2014	1
3-3-10	7502211788355	R1112805	12.2013	115
3-3-10	7502211788355	R1201971	1.2014	58
3-3-10	7502211788355	R1201971	7.2014	37
3-3-10	7502211788355	R1202025	2.2014	172
3-3-10	7502211788355	R1204260	4.2014	2
3-3-10	7502211788355	R1204260	12.2013	10
3-3-10	7502211788355	R1205415	5.2014	895
3-3-10	7502211788355	R1207637	7.2014	200
3-3-10	7502211788355	IR1112812	12.2013	10
3-3-10	7502213040093	1E066	6.2013	4
3-3-10	7502216792470	11G076	7.2013	69
3-3-10	7502226290867	1110048	6.2013	165
3-3-10	7502226291369	1110051	7.2013	124
3-3-11	75011482	111105	12.2014	345
3-3-11	75015718	12T15	2.2014	120
3-3-11	78511875293	1F1376	6.2013	120
3-3-11	78511875293	1L2532	12.2013	45
3-3-11	78511875293	TL2532	12.2013	50
3-3-11	785118752767	2B423	2.2015	5400
3-3-11	785118752767	1F1375	6.2014	1000
3-3-11	785118752767	1F1419	6.2014	1000
3-3-11	785120753530	2A164	1.2015	1085
3-3-11	7501125106804	1041161	9.2013	5
3-3-11	7501125126048	1106110623	6.2014	1050
3-3-11	7501125141379	L04110085	4.2013	1250
3-3-11	7501125141379	L07110146	7.2013	18
3-3-11	7501125141379	L12110220	12.2013	35
3-3-11	7501125191824	1012017	12.2014	95
3-3-11	7501125191824	1012018	1.2015	34
3-3-11	7501125191824	1012019	1.2015	250
3-3-11	7501125191824	1061226	6.2014	71
3-3-11	7501125195723	1041161	9.2013	344
3-3-11	7501125195891	1012026	3.2014	86
3-3-11	7501125197475	L06110114	6.2013	34
3-3-11	7501125197475	L07110152	7.2013	26
3-3-11	7501188801609	8910021	6.2013	900
3-3-11	7501188801609	8910016-3	5.2013	50
3-3-11	7501188801609	8910021-2	6.2013	4600
3-3-11	7501188801609	8910023-2	6.2013	39
3-3-11	7501188801609	891100112	6.2013	900
3-3-11	7501471886702	AM815	1.2014	11
3-3-11	7501471886702	EL8354	6.2013	2164
3-3-11	7501471889413	BL5040	2.2013	100
3-3-11	7501559632603	BE038B	2.2013	32
3-3-11	7502007573875	IMTA	3.2013	35
3-3-11	7502216793941	11L060	11.2013	101
3-3-11	7502216793941	12E045	5.2014	80
3-3-11	7502216793941	IIL060	11.2013	220
3-3-11	7502216796126	11L062	11.2013	300
3-3-11	7503001007076	52447	7.2014	15
3-3-11	7503001007090	52013	1.2014	29
3-3-11	7503001007090	52385	6.2014	72
3-3-11	7503001007113	C2428	7.2014	940
3-3-11	7503001007168	C1209	4.2013	4300
3-3-11	7503002888070	61080	6.2013	24
3-3-11	7503002888070	712143	7.2014	160
3-3-11	8901296016282	2296669	6.2013	350
3-3-12	7501033956867	13070226	2.2015	2
3-3-12	7501125124358	B060281	6.2013	165
3-3-12	7501125124358	B071081	7.2014	537
3-3-12	7501125193590	B1304	11.2014	301
3-3-12	7501125193590	B11304	11.2014	999
3-3-12	7501125193590	B051958	5.2014	2716
3-3-12	7501125193590	B090464	9.2013	19334
3-3-12	7501125193590	B091216	9.2014	2036
3-3-12	7501125193590	B111304	11.2014	350
3-3-12	7501125195556	N06079	5.2014	60
3-3-12	7501125195556	N052045	5.2014	52
3-3-12	7501125195556	N062079	5.2014	26
3-3-12	7501908251134	23019	4.2015	102
3-3-12	7501908251134	23021	4.2015	112
3-3-12	7502226290843	112292	12.2013	20
3-3-12	7502226290843	1111211	11.2013	8
3-3-12	7502226290843	1203390	3.2014	19
3-3-12	7502226290843	1203392	3.2014	1
3-3-12	8716200344760	909	2.2014	24
3-3-12	8716200344760	8949	2.2014	24
3-3-12	8716200344760	9274	2.2014	24
3-3-12	8717405008471	10400346HD	2.2013	1
4-1-01	7501125102219	Q052239	5.2015	110
4-1-01	7501125102219	Q062389	6.2015	160
4-1-01	7501125102219	Q072523	7.2015	80
4-1-02	7501125102196	Q032024	3.2015	360
4-1-05	7501125102196	Q032024	3.2015	56
4-1-05	7501125102196	Q052267	5.2015	304
4-1-06	7501125102196	2052342	5.2015	4
4-1-06	7501125102196	2062393	6.2015	6
4-1-06	7501125102196	2062419	6.2015	1
4-1-06	7501125102196	Q022820	2.2015	18
4-1-06	7501125102196	Q032024	3.2015	8
4-1-06	7501125102196	Q042096	4.2015	8
4-1-06	7501125102196	Q042132	4.2015	8
4-1-06	7501125102196	Q042174	4.2015	8
4-1-06	7501125102196	Q052267	5.2015	16
4-1-06	7501125102196	Q052273	5.2015	8
4-1-06	7501125102196	Q052274	5.2015	48
4-1-06	7501125102196	Q052309	5.2015	8
4-1-06	7501125102196	Q052319	5.2015	3
4-1-06	7501125102196	Q052329	5.2015	6
4-1-06	7501125102196	Q062419	6.2015	8
4-1-06	7501125102196	Q062448	6.2015	8
4-1-06	7501125102196	Q062452	6.2015	2
4-1-06	7501125102196	Q072560	7.2015	51
4-1-06	7501125102219	Q072523	7.2015	2
4-1-10	75025007	D012209	1.2014	24
4-1-10	75025007	D012227	1.2014	6
4-1-10	7501125100123	D042467	4.2015	4
4-1-10	7501125142970	D071486	7.2013	48
4-1-10	7501125142987	D022318	2.2014	6
4-1-10	7501125192098	H072361	7.2017	120
4-1-10	7501125192098	H111550	11.2016	149
4-1-10	7501125193668	42312	4.2015	600
4-1-10	7501125195327	D072817	7.2015	14
4-1-10	7501125195365	D052576	5.2015	48
4-1-10	7501125195389	D072778	7.2015	8
4-1-10	7501125195402	D022271	2.2015	4
4-1-10	7501125195402	D032450	3.2015	4
4-1-10	7501125195402	D062716	6.2015	1
4-1-10	7501125195402	D072853	7.2015	1
4-1-10	7501125195426	D091868	9.2014	15
4-1-10	7501125195457	D032356	3.2015	5
4-1-10	7501125195457	D111981	11.2014	2
4-1-10	7501125195495	D022276	2.2015	7
4-1-10	7501125195495	D101962	10.2014	155
4-1-10	7501125197277	80888	8.2013	800
4-1-10	7501125198366	D032362	3.2015	20
4-1-10	7506022303578	1112041	12.2013	15
4-1-12	7501098600118	1127	3.2013	5
4-1-12	7501125105531	A101752	10.2013	90
4-1-12	7501125105531	A111838	11.2013	197
4-1-12	7501125142970	D071486	7.2013	24
4-1-12	7501125195327	D072817	7.2015	1
4-1-12	7501125195402	D032450	3.2015	1
4-1-12	7501125195402	D121157	12.2014	1
4-1-12	7501125195457	D111981	11.2014	10
4-1-12	7501125196935	C031526	3.2015	35
4-1-12	7501125196935	C040143	4.2014	90
4-1-12	7501125196935	C050175	5.2014	40
4-1-12	7501125196935	C052296	5.2016	110
4-1-12	7501125196935	C100328	10.2014	102
4-1-12	7501125196935	C111925	11.2015	5
4-1-12	7501125196935	C120411	12.2014	125
4-1-12	7501471886634	6K0219	7.2013	624
4-1-12	7501471886634	AL2001	1.2014	50
4-1-12	7501471886634	FL2076	6.2014	15
4-1-12	7501471886634	FL2077	6.2014	170
4-1-13	75010218	110135	10.2013	14
4-1-13	75015718	12T28	9.2014	45
4-1-13	75016043	12U15	7.2014	10
4-1-13	785120753349	212029	9.2014	10
4-1-13	7501037980219	255854	9.2015	10
4-1-13	7501075711615	170072	3.2015	41
4-1-13	7501075718546	450041	2.2013	9
4-1-13	7501101655777	12A124	1.2014	1
4-1-13	7501108712237	73367	9.2013	121
4-1-13	7501108712237	77582	9.2014	35
4-1-13	7501125101748	B032588	3.2014	65
4-1-13	7501125112881	C019582	1.2013	2
4-1-13	7501125193026	N082030	8.2014	5
4-1-13	7501125195723	1041161	9.2013	51
4-1-13	7501250873411	518	8.2013	56
4-1-13	7501277005611	1250F12	6.2013	10
4-1-13	7501277024315	1318I11	9.2015	81
4-1-13	7501277060047	496C12B	3.2016	5
4-1-13	7501277090884	1446G12	7.2014	20
4-1-13	7501471888089	CM8233	3.2014	20
4-1-13	7501471888829	GL8393	7.2014	10
4-1-13	7501573900429	SD1202	4.2014	50
4-1-13	7501573900504	SC1224	3.2014	25
4-1-13	7501573902706	LH1203	8.2014	10
4-1-13	7502010840230	S11122	7.2013	13
4-1-14	10721	111193	6.2013	82
4-1-14	0000000010721	110888	5.2013	855
4-1-14	0000000010721	110895	5.2013	972
4-1-14	0000000010721	110969	5.2013	1
4-1-14	0000000010721	110997	6.2013	40
4-1-14	0000000010721	111003	5.2013	972
4-1-14	0000000010721	111005	5.2013	1918
4-1-14	0000000010721	111040	5.2013	972
4-1-14	0000000010721	111044	5.2013	647
4-1-14	0000000010721	111299	7.2013	3860
4-1-14	0000000010721	111742	10.2013	972
4-1-14	0000000010721	111750	10.2013	10699
4-1-14	0000000010721	111751	10.2013	972
4-1-14	7501471888829	176210	10.2013	18
4-1-14	7501471888829	GL8393	7.2014	1
4-1-14	7502208892911	203275	3.2014	58
4-1-14	7502213142926	2030120202	2.2015	1
4-1-16	75008499	121111	9.2014	20
4-1-16	75011468	206176	6.2014	109
4-1-16	656599010052	100650	6.2013	10
4-1-16	656599010069	100412	4.2013	4
4-1-16	656599010069	100812	8.2013	128
4-1-16	7501075710724	70402	7.2015	104
4-1-16	7501075710724	90162	5.2015	1
4-1-16	7501075710724	90521	10.2014	7
4-1-16	7501075710724	90762	5.2015	82
4-1-16	7501075710724	226610	10.2013	4
4-1-16	7501075710724	900412	8.2015	42
4-1-16	7501075717174	380061	6.2013	10
4-1-16	7501075717174	380071	7.2013	9
4-1-16	7501075717884	100031	5.2013	19
4-1-16	7501075717884	100051	7.2013	91
4-1-16	7501075717884	100061	9.2013	5
4-1-16	7501075717884	100071	11.2013	3
4-1-16	7501101623325	11G056	7.2013	5
4-1-16	7501101623325	11M046	12.2013	5
4-1-16	7501101630040	12C066	3.2014	51
4-1-16	7501101630040	12E092	5.2014	1
4-1-16	7501125132537	B022566	2.2014	1
4-1-16	7501125134753	72353	7.2014	1
4-1-16	7501125141829	A061450	6.2013	93
4-1-16	7501125193934	A071571	7.2013	20
4-1-16	7501125193934	A081653	8.2013	25
4-1-16	7501384526085	250711	7.2014	1
4-1-16	7501409201515	AJ201103	4.2014	12
4-1-16	7501446004087	120766	6.2014	22
4-1-16	7501446024047	111269	7.2015	1
4-1-16	7501471887679	EL8289	5.2013	1
4-1-16	7501571201016	BEL0041	6.2013	434
4-1-16	7501573900221	SD1233	4.2014	100
4-1-16	7501573900221	SF1247	6.2014	65
4-1-16	7501573900221	SG1230	7.2014	490
4-1-16	7501573900221	SJ1124	10.2013	50
4-1-16	7501672602132	1112231	11.2013	1
4-1-16	7501672690252	2030432	3.2014	1
4-1-16	7501672690252	2050738	5.2014	1
4-1-16	7501672690252	2071258	7.2014	80
4-1-16	7501672690252	2C71259	7.2014	45
4-1-16	7501908253527	21214	2.2015	22
4-1-16	7501908253602	21137	7.2014	50
4-1-16	7501908255613	21038	3.2014	20
4-1-16	7501908257518	21123	6.2014	80
